created_at,full_text,text_weight,text_weight_label,class_sentiment
Wed Feb 14 15:57:33 +0000 2024,mempercayai data rekap kacau curang an salah sistem klo salah sistem henti sistem klo curang an tolong henti rampok daulat rakyat rip demokrasi hindar,-44,-1,negatif
Wed Feb 14 23:33:53 +0000 2024,milu sarana kuat integrasi bangsa masyarakat imbau jaga damai mari bersamasama milu ikhtiar jaga kuat integrasi bangsa jokowi jam rekap komeng partai buruh jam bu mega,21,1,positif
Wed Feb 14 23:35:16 +0000 2024,masyarakat kiwirok komit jaga pesta demokrasi aman sukses sukses milu masyarakat distrik kiwirok kabupaten gunung bintang papua gunung gelar deklarasi nyata sikap milu damai jagankri jokowi jam,17,1,positif
Wed Feb 14 23:21:30 +0000 2024,rekomendasi sepatu aerostreet osaka murah kantong wajib cek save aja co nya a thread tag real count dukung sirekap jam fk partai buruh komeng,4,1,positif
Wed Feb 14 17:22:15 +0000 2024,hidup indonesia raya,2,1,positif
Wed Feb 14 23:02:53 +0000 2024,progres bangun istana presiden ikn capai persen istana presiden ikn gelar upacara merdeka republik indonesia agustus jokowi jam rekap komeng partai buruh jam bu mega,14,1,positif
Wed Feb 14 20:05:40 +0000 2024,curang catat link youtube untung alas salah input margin eror baca logika untung paslon jabar madura,-1,-1,negatif
Wed Feb 14 23:03:46 +0000 2024,selenggara milu integritas arti kandung unsur selenggara jujur transparan akuntabel cermat akurat laksana tugas wenang integritas selenggara tolak ukur cipta milu demokratis jam rekap,15,1,positif
Wed Feb 14 23:00:31 +0000 2024,program dob manfaat positif khusus generasi muda papua daerah otonomi dob buka emas sejahtera masyarakat papua jagankri jokowi jam rekap,7,1,positif
Wed Feb 14 23:12:39 +0000 2024,perintah pindah asn ikn kaltim juli target huni huni juli pindah pindah asn mudah jam rekap partai buruh bu mega,1,1,positif
Wed Feb 14 23:00:20 +0000 2024,masyarakat distrik kiwirok kab gunung bintang papua gunung gelar deklarasi amp nyata sikap milu damai deklarasi milu damai laku sbgi wujud jaga pesta demokrasi berjln aman amp lancar jagankri jokowi,14,1,positif
Wed Feb 14 15:53:21 +0000 2024,salah hitung hasil suara tps kpu tps sukapura kertasari kab bandung prabowo,1,1,positif
Wed Feb 14 13:44:35 +0000 2024,capres nomor urut prabowo subianto resmi coblos tps bojong koneng hambalang bogor jawa barat prabowo pamer jari tinta coblos,-5,-1,negatif
Wed Feb 14 22:52:09 +0000 2024,diam hanyut tenang tenggelam bunuh sentuh,2,1,positif
Wed Feb 14 13:02:56 +0000 2024,kertas undi probowo lepas undi menang putar presiden republik indonesia hidup gemoy,7,1,positif
Wed Feb 14 23:33:31 +0000 2024,juli asn pindah ikn tahap asn pindah ikn juli pindah asn ikn laku tahap huni asn rampung jokowi jam rekap komeng partai buruh jam bu mega,3,1,positif
Wed Feb 14 23:20:37 +0000 2024,selamat presiden pilih brhrp budaya malu sirna malu korupsi malu tadah tangan gantung sgala bantu terap harap indonesia emas capai mimpi belaka,18,1,positif
Wed Feb 14 16:26:30 +0000 2024,hahaha,0,0,netral
Wed Feb 14 17:11:11 +0000 2024,daftar lokasi makan minum kabupaten kuningan sedia promo milu,4,1,positif
Wed Feb 14 18:01:45 +0000 2024,prabowo nambah kpu real count,2,1,positif
Wed Feb 14 15:26:04 +0000 2024,hak marah kalah fan emyu,-9,-1,negatif
Wed Feb 14 16:04:32 +0000 2024,bang lira juang henti garis finish lihat hasil rekap c singkron hasil sistem lupa quick qount,2,1,positif
Wed Feb 14 16:19:35 +0000 2024,puas hasil quick count pilpres,6,1,positif
Wed Feb 14 14:39:30 +0000 2024,sedih kalo percaya sistem rip demokrasi hadir kalo percaya hasil compang camping penuh curang an,-13,-1,negatif
Wed Feb 14 23:43:21 +0000 2024,jadwal hasil milu sumpahjanji presiden wakil presiden,9,1,positif
Wed Feb 14 15:49:00 +0000 2024,anies hormat hasil dukung awas jalan hitung suara jalan kpu,14,1,positif
Wed Feb 14 16:39:06 +0000 2024,cak imin jaga suara amin insyaallah menang,13,1,positif
Wed Feb 14 14:50:40 +0000 2024,percaya sistem makan rip demokrasi percaya curang,-9,-1,negatif
Wed Feb 14 15:55:34 +0000 2024,anies komitmen gerak ubah pengaruh tarik kelompok gerak ubah,0,0,netral
Wed Feb 14 15:57:00 +0000 2024,cak imin terima kasih dukung dukung kawal hitung suara,16,1,positif
Wed Feb 14 18:27:43 +0000 2024,pakistan satunya negara muslim super power balistik nuklir mggu upaya curang milu laku oligarki militer gagal rakyat rakyat indonesia laku lawan oligarki konglomerasi indonesia,-5,-1,negatif
Wed Feb 14 16:53:14 +0000 2024,amp dirty vote vs silent vote,2,1,positif
Wed Feb 14 16:01:09 +0000 2024,suara pilih prabowo gibran x group wa diam aja,2,1,positif
Wed Feb 14 23:32:55 +0000 2024,menang bangga,7,1,positif
Wed Feb 14 15:27:06 +0000 2024,data masuk persen prabowogibran unggul kabupatenkota sulsel pasang calon presiden calon wakil presiden caprescawapres nomor urut prabowo subianto gibran rakabumi raka,6,1,positif
Wed Feb 14 23:10:28 +0000 2024,odgj solo coblos milu,2,1,positif
Wed Feb 14 20:50:04 +0000 2024,menang parley bal jateng diy main liga chempeyens,6,1,positif
Wed Feb 14 14:57:01 +0000 2024,percaya quick count sirekap,2,1,positif
Wed Feb 14 16:34:08 +0000 2024,capres nomor urut anies baswedan hormat hasil suara kpu,5,1,positif
Wed Feb 14 16:19:21 +0000 2024,sorry bang rampok suara rampok daulat rakyat,-8,-1,negatif
Wed Feb 14 16:24:35 +0000 2024,data real count situs resmi kpu komeng suara calon,3,1,positif
Wed Feb 14 22:01:22 +0000 2024,pdip oposisi hasto kristiyanto tunggu hitung resmi kpu,1,1,positif
Wed Feb 14 14:38:22 +0000 2024,pilih golput pilih sesuai akal sehat,3,1,positif
Wed Feb 14 21:58:40 +0000 2024,bentuk timsus investigasi pdip prediksi serang paslon,3,1,positif
Wed Feb 14 16:19:35 +0000 2024,quick count prabowogibran unggul anies dukung tunggu hasil resmi kpu,10,1,positif
Wed Feb 14 23:02:25 +0000 2024,perangkat desa tewas sengat alir listrik tps jember,1,1,positif
Wed Feb 14 21:59:44 +0000 2024,antre nyoblos tps sepeda motor gadis cantik gasak maling,-3,-1,negatif
Wed Feb 14 21:51:26 +0000 2024,sesal overshooting sekjen pdip peristiwa milu,3,1,positif
Wed Feb 14 21:57:00 +0000 2024,coblos rampung menag beda,1,1,positif
Wed Feb 14 21:53:09 +0000 2024,akademisi unisma serang negatif prabowo muncul simpati swing voters,-3,-1,negatif
Wed Feb 14 13:34:22 +0000 2024,husnudzon allah doa allah prabowo presiden nyata diijabah tunggu puluh,22,1,positif
Wed Feb 14 16:01:11 +0000 2024,update hitung by sistem follow insaaallah independen real count susah percaya sistem rekap kacau,-6,-1,negatif
Wed Feb 14 16:11:21 +0000 2024,hasil real count kpu pilpres pileg link pantau akses,9,1,positif
Wed Feb 14 21:11:16 +0000 2024,pidato prabowo istora presiden jokowi kenal kerja keras menteri kewalahan,5,1,positif
Wed Feb 14 22:49:50 +0000 2024,prabowogibran tunggu hasil resmi kpu janji prabowo ayom,6,1,positif
Wed Feb 14 22:00:03 +0000 2024,hasil real count kpu wib prabowogibran unggul provinsi jawa,5,1,positif
Wed Feb 14 21:13:24 +0000 2024,lengkap hasil quick count litbang kompas indikator poltracking lsi charta politika,2,1,positif
Wed Feb 14 15:44:34 +0000 2024,pidato anies baswedan juang selesai geser kanankiri,6,1,positif
Wed Feb 14 22:27:22 +0000 2024,situs kpu alami ratus juta serang siber betty website isi data hasil,-3,-1,negatif
Wed Feb 14 16:29:17 +0000 2024,sekretaris pribadi bujang prabowo promosi pidato istora cari mantu,1,1,positif
Wed Feb 14 22:42:30 +0000 2024,pasang calon presiden wakil presiden tweet unggul telak pacitan sistem hitung suara real count paslon sapu bersih camat pacitan,5,1,positif
Wed Feb 14 15:18:43 +0000 2024,kpu hasil hormat harga kerja ubah,8,1,positif
Wed Feb 14 23:33:22 +0000 2024,kakanwil kemenkumham ntb laksana pungut suara milu tps khusus lapasrutan jalan lancar kendala,6,1,positif
Wed Feb 14 15:24:37 +0000 2024,cobak guru matematika muntaber kalo kasih lihat,8,1,positif
Wed Feb 14 23:57:24 +0000 2024,babinsa siaga milu wilayah bina yogyakarta babinsa koramil danurejan laksana siaga aman milu makoramil danurejan monitoring wilayah binaa kemantren danurejan kota yogyakarta rabu,-1,-1,negatif
Wed Feb 14 11:41:34 +0000 2024,si tukang kayu solo menang pilkada solo menang pilkada solo menang pilgub jakarta menang pilpres menang pilpres menang pilpres menang tokoh hebat sejarah milu indonesia,32,1,positif
Wed Feb 14 23:41:38 +0000 2024,babinsa koramil tegalrejo kawal distribusi logistik milu yogyakarta kota laksana milu jalan lancar ganggu ancam babinsa koramil tegalrejo kodim kota yogyakarta bhabinkamtibmas,-2,-1,negatif
Wed Feb 14 23:54:24 +0000 2024,pagi ketemu pagi kapok deh saksi gapaa sih alam mengsukseskan milu jago ambang kalah,2,1,positif
Wed Feb 14 23:58:49 +0000 2024,bhabinkamtibmas polsek benda kel jurumudi aipda m niam laksana kawal logistik milu rangkai coblos hitung pps lurah jurumudi kec benda kamis,-2,-1,negatif
Wed Feb 14 23:35:55 +0000 2024,logistik tps sukses laksana milu,3,1,positif
Wed Feb 14 23:33:53 +0000 2024,milu sarana kuat integrasi bangsa masyarakat imbau jaga damai mari bersamasama milu ikhtiar jaga kuat integrasi bangsa jokowi jam rekap komeng partai buruh jam bu mega,21,1,positif
Wed Feb 14 23:12:31 +0000 2024,kemarin pagi gua buka twitter tweet gua tutugtuntas ngabisin tanggal lahir gua nyaksiin milu jam nonstop kado hadir saksi,-1,-1,negatif
Wed Feb 14 23:46:50 +0000 2024,top sukses pesta demokrasi milu pln proyeksi sistem listrik kondisi aman h milu tanggal februari real count komeng plottwiststwin jam,9,1,positif
Wed Feb 14 23:50:13 +0000 2024,top pln data lokasilokasi strategis milu butuh pasok listrik tanah air real count komeng plottwiststwin jam,-2,-1,negatif
Wed Feb 14 23:48:32 +0000 2024,best pln fokus aman pasok listrik dukung lancar milu paripurna real count komeng plottwiststwin jam,14,1,positif
Wed Feb 14 23:35:16 +0000 2024,masyarakat kiwirok komit jaga pesta demokrasi aman sukses sukses milu masyarakat distrik kiwirok kabupaten gunung bintang papua gunung gelar deklarasi nyata sikap milu damai jagankri jokowi jam,17,1,positif
Wed Feb 14 23:47:43 +0000 2024,sistem listrik nasional kondisi prima dirut pln darmawan prasodjo pimpin langsung apel siaga keluarga milu real count komeng plottwiststwin jam,9,1,positif
Wed Feb 14 23:43:09 +0000 2024,mantap direktur utama pln darmawan prasodjo pimpin langsung apel siaga listrik milu sistem listrik nasional kondisi prima real count komeng plottwiststwin jam,13,1,positif
Wed Feb 14 06:24:50 +0000 2024,jaksel tegal temu surat suara coblos madura parah desa undang sebar surat suara coblos rumah ketua kpps bakar,3,1,positif
Wed Feb 14 23:41:59 +0000 2024,kpu brutal main rakyat mesti diam ya data form c tps masuk sistem kpu ubah x lipat rumus min kpu,-11,-1,negatif
Wed Feb 14 16:37:31 +0000 2024,errornya gede suara gap berani adu,1,1,positif
Wed Feb 14 10:38:25 +0000 2024,suka suka we have admit that jokowi is one of the greatest politician of all time indonesia kalah milu solo winrate khusus tempur pdip tarik gimana,6,1,positif
Wed Feb 14 18:00:53 +0000 2024,contoh salah tps tapanuli utara suara markup suara link,0,0,netral
Wed Feb 14 23:16:21 +0000 2024,milu sarana kuat integrasi bangsa masyarakat imbau jaga damai bersamasama pegang tanggung jaga nama indonesia negara demokratis laksana milu aman kondusif rekap komeng partai buruh jam,5,1,positif
Wed Feb 14 03:07:23 +0000 2024,arti milu langsung jujur adil,12,1,positif
Wed Feb 14 23:20:16 +0000 2024,pamit undur jam terimakasih ucapakan bos markifer nanang akhmad,10,1,positif
Wed Feb 14 23:58:47 +0000 2024,surya paloh nyata berita bentuk pesimis paham tau main lapang alam milu berita januari minggu coblos,3,1,positif
Wed Feb 14 22:40:27 +0000 2024,polres purbalingga fasilitas tahan salur suara milu indonesia,5,1,positif
Wed Feb 14 22:45:55 +0000 2024,pantau laksana aman milu wilayah kalimantan kapolda jabat utama damping kapolresta palangka raya jabat utama polresta gelar video conference aula endra dharmalaksana rabu malam,-2,-1,negatif
Wed Feb 14 22:42:38 +0000 2024,pangdam kasuari forkopimda papua barat terjun langsung lapang milu aman kondusif lengkap,9,1,positif
Wed Feb 14 23:26:47 +0000 2024,kapolsek senori pamatwil polres tuban polda jatim laksana cek laksana aman pungut suara milu polri,-2,-1,negatif
Wed Feb 14 23:57:41 +0000 2024,milu narapidana rutan demak sambut proses demokrasi,4,1,positif
Wed Feb 14 23:32:14 +0000 2024,milu milu seru,5,1,positif
Wed Feb 14 23:14:04 +0000 2024,masyarakat kiwirok komit jaga milu aman deklarasi milu damai laku wujud jaga pesta demokrasi jalan aman lancar tuju cipta jagankri jokowi jam rekap,14,1,positif
Wed Feb 14 07:47:49 +0000 2024,menteri jokowi kompak pakai hitam nyoblos tps,-4,-1,negatif
Wed Feb 14 04:40:54 +0000 2024,orba purapura pilih kuasa purapura bikin milu reformasi pemilupilpres antusias lampau sedih kalah milu langsung jujur adil buka pilpres,8,1,positif
Wed Feb 14 22:39:24 +0000 2024,senang rakyat buta bodoh yg milu catat sejarah tenggelam tirani malu rezim karuna ulah,1,1,positif
Wed Feb 14 23:32:13 +0000 2024,kumpul duga kecurangankecurangan milu temu tl a thread,5,1,positif
Wed Feb 14 22:49:18 +0000 2024,moga milu hasil pimpin bijak adil rakyat politisasi,11,1,positif
Wed Feb 14 23:44:07 +0000 2024,kapolsek senori pamatwil polres tuban polda jatim laksana cek laksana aman pungut suara milu polri,-2,-1,negatif
Wed Feb 14 23:01:50 +0000 2024,milu vibesnya kayak lebaran,-3,-1,negatif
Wed Feb 14 23:17:26 +0000 2024,gelap mata terang hati tuntun tunanetra pilih milu baca akses kompas praktis aplikasi unduh,1,1,positif
Wed Feb 14 23:45:16 +0000 2024,pt kai daop surabaya ratus bunga mawar cokelat langgan ka jarak hak pilih pilih milu laku beli tiket aplikasi access by kai,2,1,positif
Wed Feb 14 23:19:43 +0000 2024,milu menang prospek,7,1,positif
Wed Feb 14 23:15:00 +0000 2024,website kpu down milu pakar aman siber,-4,-1,negatif
Wed Feb 14 23:30:00 +0000 2024,deret gaya hijab artis coblos milu,2,1,positif
Wed Feb 14 23:01:33 +0000 2024,sehat sehat panitia kpps saksi milu enihh yg beneran kerja,17,1,positif
Wed Feb 14 23:39:37 +0000 2024,wkwkwk entar soksokan oposisi owww rakyat lupa sikap milu,3,1,positif
Wed Feb 14 23:24:22 +0000 2024,tugas kpps milu tinggal duga lelah,7,1,positif
Wed Feb 14 23:43:21 +0000 2024,jadwal hasil milu sumpahjanji presiden wakil presiden,9,1,positif
Wed Feb 14 21:51:11 +0000 2024,kustomfest bikin tidur jam ya milu,7,1,positif
Wed Feb 14 23:52:14 +0000 2024,sadly yes prbw ya know sehat blio bgt abistu dinasti bahlan milu ya milu tanggal februari formalitas,8,1,positif
Wed Feb 14 23:50:00 +0000 2024,kpu catat kait logistik milu,1,1,positif
Wed Feb 14 23:20:17 +0000 2024,pandu praktis pantau hasil milu akses cek real count kpu,12,1,positif
Wed Feb 14 23:45:30 +0000 2024,ajar ambil milu,-4,-1,negatif
Wed Feb 14 23:07:12 +0000 2024,menpora senang mantan atlet terjun milu,3,1,positif
Wed Feb 14 23:43:05 +0000 2024,quick count persen tahana dpd ri lampung unggul milu,2,1,positif
Wed Feb 14 23:41:34 +0000 2024,surat suara milu sarang tempel gambar palu arit,4,1,positif
Wed Feb 14 23:38:05 +0000 2024,hadap warga sumule tumbo sikap tugas distribusi logistik milu harap masyarakat bijak selesai,12,1,positif
Wed Feb 14 23:00:10 +0000 2024,update hasil hitung cepat quick count milu prabowogibran ganjarmahfud mandek,7,1,positif
Wed Feb 14 22:39:18 +0000 2024,pdip kayak digdaya partai capresnya nomor buncit nasdem pks pkb kayak moncer capresnya partai jual foto bareng presiden jabat kayak lolos parliamentary treshold ya,-1,-1,negatif
Wed Feb 14 23:43:10 +0000 2024,hasil quick count milu versi indikator pdip jawara psi raih,8,1,positif
Wed Feb 14 23:24:55 +0000 2024,jelang coblos tulis artikel dw indonesia betapa milu mutu,6,1,positif
Wed Feb 14 23:36:04 +0000 2024,ost milu,0,0,netral
Wed Feb 14 23:30:09 +0000 2024,zaskia mecca nilai milu frustasi pilih,0,0,netral
Wed Feb 14 23:07:11 +0000 2024,top dunia moskow lawan rencana sita aset as duga curang milu tokyo,7,1,positif
Wed Feb 14 23:31:44 +0000 2024,milu curang nyerah quick count real count lawan,-5,-1,negatif
Wed Feb 14 23:02:19 +0000 2024,mvp milu,0,0,netral
Wed Feb 14 23:34:14 +0000 2024,terima kasih selenggara milu laksana tugas velix rabu februari,6,1,positif
Wed Feb 14 23:52:51 +0000 2024,kunto aji rela linmas tps milu,9,1,positif
Wed Feb 14 23:01:00 +0000 2024,prabowo hasil raih kursi presiden milu hitung cepat prabowogibran unggul suara nasional akademisi suara khawatir risiko lemah program kerja,21,1,positif
Wed Feb 14 23:21:06 +0000 2024,pesan coach justin presiden pilih milu,3,1,positif
Wed Feb 14 22:50:05 +0000 2024,dagang kamis proyeksi ihsg gerak cenderung kuat rentang,3,1,positif
Wed Feb 14 23:10:37 +0000 2024,warga tugas kelompok selenggara pungut suara tinggal coblos rabu,0,0,netral
Wed Feb 14 23:15:04 +0000 2024,laksana milu daerah indonesia warna unik ciri khas,4,1,positif
Wed Feb 14 22:56:59 +0000 2024,nggak percaya thread daya nyata bukti milu curang,-1,-1,negatif
Wed Feb 14 21:12:24 +0000 2024,ya pilih kasih amplop bu ya pilih naikin gaji suami kali juta takut ya pilih ganggu karir hiruk pikuk milu lepas presiden cuit milu,12,1,positif
Wed Feb 14 23:45:00 +0000 2024,hasto singgung fenomena over shooting duga curang milu,-1,-1,negatif
Wed Feb 14 23:51:10 +0000 2024,pdipamin bentuk tim gabung khusus usut curang milu,-10,-1,negatif
Wed Feb 14 22:53:45 +0000 2024,bukti video curang milu utama pilpres ri diam kondisi,-7,-1,negatif
Wed Feb 14 23:00:35 +0000 2024,khutbah jumat ajak elemen bangsa terima ridha has milu,5,1,positif
Wed Feb 14 23:31:07 +0000 2024,cek real count kpu milu pilpres pileg,-2,-1,negatif
Wed Feb 14 23:30:32 +0000 2024,jurdil metode rekapitulasi suara pakai beda banget qc web kpu kawal milu hatihati hitung bikin pks milu prabs kena tipu sujud syukur duluan hitung internal,3,1,positif
Wed Feb 14 23:08:16 +0000 2024,hasil real count kpu milu,5,1,positif
Wed Feb 14 23:36:39 +0000 2024,sumpah hadap allah al quran lantik jabat id ri kelak hisab adil akhirat milu maling suara,17,1,positif
Wed Feb 14 22:40:54 +0000 2024,milu tarung prof mohon analisis,3,1,positif
Wed Feb 14 22:59:37 +0000 2024,check out milu warga padang pariaman hak pilih tps on respon radio padang website,1,1,positif
Wed Feb 14 23:19:41 +0000 2024,lapas nyomplong sedia pungut suara tps khusus tps warga bina tugas lapas salur hak pilih pilih milu,-1,-1,negatif
Wed Feb 14 22:09:05 +0000 2024,analisis teliti litbang kompas geser suara parpol masuk senayan milu,1,1,positif
Wed Feb 14 11:24:53 +0000 2024,website id down akses real count paksa mempercayai hasil quick count rupa sample real vote hmmm,6,1,positif
Wed Feb 14 23:35:19 +0000 2024,masyarakat indonesia phnom penh laku coblos suara milu kbri sabtu februari,2,1,positif
Wed Feb 14 23:20:10 +0000 2024,prabowogibran menang pilpres milu,4,1,positif
Wed Feb 14 23:16:52 +0000 2024,demokrasi milu menang prospek pascapemilu indonesia negara demokratis riant nugroho opini kompas,4,1,positif
Wed Feb 14 23:09:46 +0000 2024,bambang tirtoyuliono milu kota bandung jalan aman damai kendali,-2,-1,negatif
Wed Feb 14 22:45:43 +0000 2024,pojok pilih exit poll quick count hitung resmi beda atur exit poll quick count milu beda hitung resmi kpu baca kompas,1,1,positif
Wed Feb 14 23:50:00 +0000 2024,beto goncalves harap presiden pilih milu,4,1,positif
Wed Feb 14 23:48:41 +0000 2024,please tolong juang all out percaya orange army mohon kawal hasil milu sungguhsungguh ngeyel,11,1,positif
