full_text,text_weight,text_weight_label,class_sentiment
menpora senang mantan atlet terjun milu,3,1,positif
quick count persen tahana dpd ri lampung unggul milu,2,1,positif
surat suara milu sarang tempel gambar palu arit,4,1,positif
hadap warga sumule tumbo sikap tugas distribusi logistik milu harap masyarakat bijak selesai,12,1,positif
update hasil hitung cepat quick count milu prabowogibran ganjarmahfud mandek,7,1,positif
pdip kayak digdaya partai capresnya nomor buncit nasdem pks pkb kayak moncer capresnya partai jual foto bareng presiden jabat kayak lolos parliamentary treshold ya,-1,0,negatif
hasil quick count milu versi indikator pdip jawara psi raih,8,1,positif
jelang coblos tulis artikel dw indonesia betapa milu mutu,6,1,positif
zaskia mecca nilai milu frustasi pilih,0,1,netral
top dunia moskow lawan rencana sita aset as duga curang milu tokyo,7,1,positif
milu curang nyerah quick count real count lawan,-5,0,negatif
mvp milu,0,1,netral
terima kasih selenggara milu laksana tugas velix rabu februari,6,1,positif
prabowo hasil raih kursi presiden milu hitung cepat prabowogibran unggul suara nasional akademisi suara khawatir risiko lemah program kerja,21,1,positif
pesan coach justin presiden pilih milu,3,1,positif
dagang kamis proyeksi ihsg gerak cenderung kuat rentang,3,1,positif
warga tugas kelompok selenggara pungut suara tinggal coblos rabu,0,1,netral
laksana milu daerah indonesia warna unik ciri khas,4,1,positif
percaya thread daya nyata bukti milu curang,-2,0,negatif
ya pilih kasih amplop bu ya pilih naikin gaji suami kali juta takut ya pilih ganggu karir hiruk pikuk milu lepas presiden cuit milu,12,1,positif
hasto singgung fenomena over shooting duga curang milu,-1,0,negatif
pdipamin bentuk tim gabung khusus usut curang milu,-10,0,negatif
bukti video curang milu utama pilpres ri diam kondisi,-7,0,negatif
khutbah jumat ajak elemen bangsa terima ridha has milu,5,1,positif
cek real count kpu milu pilpres pileg,-2,0,negatif
jurdil metode rekapitulasi suara pakai beda banget qc web kpu kawal milu hatihati hitung bikin pks milu prabs kena tipu sujud syukur duluan hitung internal,3,1,positif
hasil real count kpu milu,5,1,positif
sumpah hadap allah al quran lantik jabat id ri kelak hisab adil akhirat milu maling suara,17,1,positif
milu tarung prof mohon analisis,3,1,positif
check out milu warga padang pariaman hak pilih tps on respon radio padang website,1,1,positif
lapas nyomplong sedia pungut suara tps khusus tps warga bina tugas lapas salur hak pilih pilih milu,-1,0,negatif
analisis teliti litbang kompas geser suara parpol masuk senayan milu,1,1,positif
website id down akses real count paksa mempercayai hasil quick count rupa sample real vote hmmm,6,1,positif
masyarakat indonesia phnom penh laku coblos suara milu kbri sabtu februari,2,1,positif
prabowogibran menang pilpres milu,4,1,positif
demokrasi milu menang prospek pascapemilu indonesia negara demokratis riant nugroho opini kompas,4,1,positif
bambang tirtoyuliono milu kota bandung jalan aman damai kendali,-2,0,negatif
pojok pilih exit poll quick count hitung resmi beda atur exit poll quick count milu beda hitung resmi kpu baca kompas,1,1,positif
beto goncalves harap presiden pilih milu,4,1,positif
please tolong juang all out percaya orange army mohon kawal hasil milu sungguhsungguh ngeyel,11,1,positif
curang milu musuh rakyat waras akal sehat,-3,0,negatif
pura pura milu pilkada pilbup pilgub pilpres menang milu pesan oligarki kapitalis rakus oknum aparat hianat lembaga survei quick count tayang tv sidang gugat pura pura lihat video pilpres id,7,1,positif
masyarakat puas selenggara milu masyarakat percaya hasil quick count laku kpu,11,1,positif
elemen masyarakat mengatasnamakan koalisi nasional selamat demokrasi gelar unjuk gedung dprmpr ri jakarta pusat selasa maret bawa tuntut tolak hasil hitung cepat quick count tolak hasil milu,7,1,positif
hasil quick count pileg lembaga pdip babak bur pilpres pileg syarat lolos dpr,-8,0,negatif
prabowo subianto posisi unggul pilpres hasil quick count lembaga survei real count kpu capres euforia besarbesaran,2,1,positif
breaking news hasil quick count pilpres lembaga,0,1,netral
update hasil quick count pileg total suara masuk syarat lolos dpr,-2,0,negatif
hasil quick count milu vtuber data masuk sampel suara andi kobo akemi elaine kawal,0,1,netral
eks gubernur jawa barat ridwan kamil bicara hasil quick count lembaga survei pilpres paslon prabowogibran unggul paslon aniesmuhaimin paslon ganjarmahfud ridwan kamil paslon menang berkat gerak silent majority,8,1,positif
ganjar gentleman banding prabowo respon hasil pilpres ganjar gentleman hadap hasil pilpres ganjar curang hasut ancam ribut ganjar menang pilpres pakai quick count,30,1,positif
partai golkar papan quick count litbang kompas milu lihat fenomena dukung partai golkar brrrrrrrreaking news aang qodari kimberly ganta hun,4,1,positif
hasil quick count milu legislatif litbang selisih tipis rerata hasil rekapitulasi kpu partai pdip golkar gerindra arti quick count fungsi kawal proses rekapitulasi manual kpu,5,1,positif
provokasi hasil quick count milu,4,1,positif
situasi rumit isu curang hasil quick count pilpres heran masyarakat terusmenerus pantau hasil real count real count kpu milik legalitas resmi milik tingkat akurasi,7,1,positif
hasil rekapitulasi resmi milu presiden kpu nyata beda hasil quick count litbang selisih tipis quick count hasil rekap kpu hitung suara kpu jalan sesuai prediksi hitung cepat,25,1,positif
quick count milu presiden legislatif cyrus network csis indonesia sukses dilaksanakandengan sampel tps sebar provinsi proses rekapitulasi suara laku cermat tugas kpps saksi laku verifikasi,9,1,positif
selisih quick count lsi denny kpu,-4,0,negatif
tau menang pilpres banding hasil real count kpu quick count lembaga survei,5,1,positif
banding hasil real count kpu hasil quick count lembaga survey pilpres,8,1,positif
hasil resmi hitung suara kpu milik ratarata selisih hasil quick count pilpres csis indonesia cyrus network libat pungut suara tps sampel,10,1,positif
efek jokowi lihat psi salah temu tarik hasil quick count exit poll milu smrc simak estimasi kursi partai lolos senayan rilis hasil quick count exit poll smrc,14,1,positif
partai islam kalah lembaga selenggara quick count prediksi peluang partai bangun ppp lolos parlemen suara partai mepet persen margin of error simpul kongklusif,-2,0,negatif
banding hasil quick count pilpres lembaga survei anggota sepi hasil rekapitulasi kpu ri hasil quick count hasil rekapitulasi kpu poltacking ratarata selisih sumber tabel cncsis amp sepi,-1,0,negatif
hasil rekapitulasi pilpres kpu beda hasil hitung cepat quick count lembaga survei beda,3,1,positif
februari coblos malam hasil quick count rilis sungguh cengang prabowo dominasi suara menang putar,19,1,positif
hasil quick count milu tuh ganggu gugat guys real hasil curang keliru kubu lawan tolak hak angket bersamasama demokrasi jaga,0,1,netral
quick count pilgub jakarta haji bolot unggul beliau kantong suara sah kompetitor raffi ahmad suara,5,1,positif
banding hasil quick count charta politika februari hasil rekapitulasi kpu maret ratarata selisih qc pilpres rekap kpu ratarata selisih qc pileg rekap kpu sampel qc charta politika tps moe,1,1,positif
kpu larang exit poll quick count milu negeri khawatir pengaruh pilih tanah air,-2,0,negatif
banding hasil quick count smrc rekap resmi kpu milu pilpres ratarata selisih pileg ratarata selisih,0,1,netral
fahami pura milu pilkada pilbup pilgubpilpres menang pesan oligarki kapitalis oknum aparat hianat lembaga survei quick count tayang tv mkpun sidang gugat pura pura id ri,4,1,positif
quick count real count kondisi gelembung suara salah sistem dsb muncul hitung independen ngumpulin sumbang hasil curang chuaaaaaks milu the worst one,-8,0,negatif
hasil quick count pileg poltracking ratarata selisih hasil rekapitulasi kpu ri hasil quick count presisi bentuk kerja profesional jaga akurasi data,10,1,positif
update quick count pilpres capai persen prabowo gibran kuat suara ganjar mahfud turun,16,1,positif
quick count milu hasil hitung cepat real count klik baca kompascom baca berita iklan download aplikasi,7,1,positif
psi lolos parlemen lembaga quick count kpu audit,-10,0,negatif
hasil tps akurat sampel tps sampel pilih selisih quick count lsi denny real count pilpres kpu ri lengkap,1,1,positif
burhanuddin muhtadi heran anies percaya quick count mantan direktur lembaga survei,3,1,positif
hasil quick count lembaga survei psi ppp lolos parlemen,-7,0,negatif
temu pakar kait kpu kuat kpu sirekap rancang desain quick count diintercept sekjen pdip hasto kristiyanto,8,1,positif
lsi denny ja selisih quick count pilpres persen hasil resmi kpu,3,1,positif
burhanuddin muhtadi heran anies percaya quick count mantan direktur lembaga survei,3,1,positif
titiek soeharto bantah isu rujuk prabowo subianto raih unggul quick count pilpres hubung kilat,2,1,positif
tv february rabu quick count anies and ganjar pakai anies and ganjar merosot,5,1,positif
pawai main issu lempar batu sembunyi tangan n alam sutradara playing fictim plus quick count,6,1,positif
banding hasil kpuquick count csis pilpres selisih pileg banding hasil resmi kpu quick count pilprespileg lembaga csis gtgt,7,1,positif
quick count pilpres lembaga survei akurat hasil kpu,0,1,netral
kpu prabowogibran menang pilpres banding hasil resmi kpu quick count kah beda,10,1,positif
banding hasil resmi kpu quick count pileg lembaga hasil beda,6,1,positif
heran suara psi dadak lesat sahroni nasdem quick count salah hitung ilmiah salah input,2,1,positif
wib februari data masuk capai terima kasih partisipasi dukung antusiasme masyarakat rangkai giat quick count csis indonesia x cyrus network,8,1,positif
indikator politik rilis hasil quick count pileg hasil partai pdip golkar gerindra,8,1,positif
hasil quick count pileg csis indonesia cyrus network milik selisih ratarata,0,1,netral
hasil quick count milu picu polemik hitung percaya,9,1,positif
hasil rekap pilpres kpu quick count,3,1,positif
banding hasil pilpres dasar data real count kpu quick count lembaga survei,2,1,positif
wakil ketua prabowogibran silfester matutina hasil quick count rekapitulasi kpu prabowogibran menang,7,1,positif
tum airlangga apresiasi pimpin aseanaustralia quick count pilpres,0,1,netral
beda signifikan hasil kpu quick count nilai indikasi curang,3,1,positif
forum akademika beda hitung suara hasil rekapitulasi pilih milu hasil hitung cepat quick count sistem informasi rekapitulasi sirekap timbul debat,9,1,positif
lsi denny nilai akurat kait quick count hasil pilpres,9,1,positif
barusan update data lagulagu karya publisher nyata lagu april real count lho quick count manipulasi wkwkwk tunggu orang cibir pandemi challenge bikin karya,7,1,positif
ahmad sahroni kpu hitung ulang sirekap milu psi gegara suara janganjangan hitung quick count,1,1,positif
gibran kerap selamat hasil quick count prabowogibran unggul,8,1,positif
sabar prabowo subianto buah hasil menang pilpres versi quick count hebat,14,1,positif
denny ja selisih quick count kpu persen,-2,0,negatif
capres anies baswedan masuk putar pilpres kalah quick count real count kpu tinggal,-4,0,negatif
viral video anies baswedan quick count analogi sampel darah,4,1,positif
lsi denny lembaga survei quick count akurat pilpres,-3,0,negatif
benarbenar suara psi beda prediksi quick count quick countnya salah kpunya manipulasi gelembung suara lembaga survei smrc,-2,0,negatif
nasdem ajak parpol usung pasang prabowogibran dukung hak angket dpr legitimasi menang hasil quick count,16,1,positif
kpu ri haallooo id sd ruang hampa selamat presiden republik indonesia pilih versi quick count real count mhd,0,1,netral
real count internal bukti suara prabowo capai timnas amin maju putar,8,1,positif
ya putus kpu gugat diskualifikasi hasil rekap real count milu milu bener buruk buruk lawan kalah kayak nih paslon amp sih suara,1,1,positif
lanjur klaim menang tim prabowo tegang suara real count kpu,9,1,positif
aniesmuhaimin unggul suara suara persen,6,1,positif
ya diskualifikasi hasil rekap real count milu relevan diskualifikasi,9,1,positif
diskualifikasi hasil rekap real count milu kayak nih paslon amp sih suara,4,1,positif
kpu resmi hasil real count pilpres rabu caprescawapres prabowogibran raih suara caprescawapres aniesimin raih suara caprescawapres ganjarmahfud raih suara dok,23,1,positif
update hasil real count pilpres selasa maret aniesimin prabowogibran ganjarmahfud sila klik taut baca prabowomenang buatbangsa,11,1,positif
breaking news kpu ri hasil real count milu rabu,5,1,positif
paslon amp nurul banget jalan pikir tuntut diskualifikasi paslon unggul hasil rekap real count milu tweet menang,8,1,positif
putus kpu gugat diskualifikasi hasil rekap real count milu kayak nih paslon amp sih suara pokok dukung mas tweet,14,1,positif
selamat orang tweet menang lihat hasil real count milu,17,1,positif
tanggal februari omong media tunggu hasil real count kpu beda rekapitulasi jenjang sih kapten perintah saksi tolak hasil rekapitulasi saran keruh fakta,-9,0,negatif
real count pilpres sctv tayang suara aniesmuhaimin persen fakta lansir situs kabar maret kemarin suara prabowogibran unggul suara,12,1,positif
selamaatt pasang presiden wakil presiden pilih amp tweet komisi pilih ri id hasil real count milu rabu dasar hasil rekapitulasi suara pilpres liput,19,1,positif
website id down akses real count paksa mempercayai hasil quick count rupa sample real vote hmmm,6,1,positif
real count amin unggul cuplik video suara pilpres provinsi sumatera barat suara nasional lengkap,11,1,positif
milu duniaucapkan selamat hasil real count pungkiri unggul cipta paslon paslon lai lengkap baca,15,1,positif
breaking news detikdetik kpu hasil real count milu menang,9,1,positif
keren banget loh nyata kalo tweet menang pilpres bukti hasil real count kpu,11,1,positif
real count asupan perut lebaran h day,5,1,positif
sih gerak jalan rame viral,2,1,positif
kpu mangkir sidang kip real count server milu,0,1,netral
anies menang pilpres sumbar coba test pilkada sumbar menang real count pilpres sumbar anies menang daerah prabowo,16,1,positif
kpu mangkir sidang kip real count server milu,0,1,netral
hasil tps akurat sampel tps sampel pilih selisih quick count lsi denny real count pilpres kpu ri lengkap,1,1,positif
sah kpu rilis real count pilpres selamat prabowo subianto presiden pilih periode moga amanah program kerja tampil bodoh pampang nyata pr komunikasi publik,26,1,positif
kpu putus ghaib akal bulus tutup data real count data mentah csv,-8,0,negatif
hasil real count kpu pilpres jawa barat anies baswedan unggul wilayah,5,1,positif
kpu menang milu maret provinsi provinsi menang paslon prabowogibran breaking news kpu hasil real count milu putar,13,1,positif
sengketa kait data real count milu bentuk mentah rincian infrastruktur kpu kontrak kpu alibaba cloud data daftar pilih dpt level kelurahandesa,0,1,netral
barusan update data lagulagu karya publisher nyata lagu april real count lho quick count manipulasi wkwkwk tunggu orang cibir pandemi challenge bikin karya,7,1,positif
komisioner id pecat ri,-5,0,negatif
lapor warga surat suara coblos fakta amp bukti curang quick count ambisi menang curang,-4,0,negatif
dear pilih aceh anggap kau berani,0,1,netral
serbaserbi selamat prabowogibran,8,1,positif
serba serbi milu recap jenis drama kalang tweet update besok a thread,-4,0,negatif
